"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"14210","28%",TRUE,"Private room in serviced apartment","within a day",1,4,63,5,4,1,420,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,4,4
"14211","99%",TRUE,"Entire serviced apartment","within an hour",19,4.95,362,4.89,4.89,3.5,5571,"Benito Juárez","Entire home/apt",6,4,1,365,TRUE,4.89,4.89
"14212","98%",TRUE,"Entire loft","within an hour",7,5,0,5,4.86,2.5,2188,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,4.86,4.86
"14213","66%",TRUE,"Entire serviced apartment","within an hour",20,4.9,358,4.75,4.9,1,499,"Venustiano Carranza","Entire home/apt",11,6,1,1125,TRUE,4.9,4.9
"14214","100%",TRUE,"Entire condo","within an hour",50,4.76,173,4.96,4.78,3,3770,"Miguel Hidalgo","Entire home/apt",10,5,1,1125,TRUE,4.78,4.78
"14215","99%",TRUE,"Entire condo","within an hour",18,4.28,340,4.83,4.56,1,880,"Coyoacán","Entire home/apt",2,1,2,365,TRUE,4.56,4.56
"14216","98%",TRUE,"Private room in guest suite","within an hour",11,4.91,163,4.64,4.82,1,250,"Iztacalco","Private room",1,1,1,365,TRUE,4.82,4.82
"14217","100%",TRUE,"Entire condo","within an hour",72,4.82,295,4.96,4.88,3,3399,"Miguel Hidalgo","Entire home/apt",10,5,1,365,TRUE,4.88,4.88
"14218","100%",TRUE,"Entire condo","within an hour",63,4.71,340,4.89,4.71,3,2713,"Miguel Hidalgo","Entire home/apt",10,5,1,365,TRUE,4.71,4.71
"14219","60%",TRUE,"Entire rental unit","within a day",0,4.75,364,4.83,4.71,1,1000,"Benito Juárez","Entire home/apt",4,2,30,1125,TRUE,4.71,4.71
"14220","100%",TRUE,"Entire condo","within an hour",22,4.73,334,4.73,4.68,2,1714,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,1125,TRUE,4.68,4.68
"14221","100%",TRUE,"Entire condo","within a few hours",19,4.63,92,4.68,4.47,2.5,2299,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.47,4.47
"14222","94%",TRUE,"Entire condo","within an hour",22,5,357,4.95,5,2,1250,"Benito Juárez","Entire home/apt",5,3,2,1125,TRUE,5,5
"14223","100%",TRUE,"Private room in rental unit","within a few hours",0,4.75,365,4.83,4.71,1,450,"Miguel Hidalgo","Private room",2,2,1,365,TRUE,4.71,4.71
"14224","99%",TRUE,"Entire condo","within an hour",36,4.92,73,4.89,4.89,1,750,"Benito Juárez","Entire home/apt",4,2,2,60,TRUE,4.89,4.89
"14225","100%",TRUE,"Entire condo","within an hour",43,4.86,300,4.86,4.86,1,965,"Cuauhtémoc","Entire home/apt",5,4,2,1125,TRUE,4.86,4.86
"14226","99%",TRUE,"Entire guest suite","within an hour",76,4.67,317,4.83,4.59,1,6773,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.59,4.59
"14227","100%",TRUE,"Entire rental unit","within an hour",34,4.88,254,5,4.97,2,3768,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.97,4.97
"14228","100%",TRUE,"Room in hotel","within an hour",0,4.75,362,4.83,4.71,1,1612,"Cuauhtémoc","Private room",2,2,1,30,TRUE,4.71,4.71
"14229","87%",TRUE,"Private room in condo","within an hour",6,4,365,3.67,3.67,1,400,"Iztacalco","Private room",2,1,1,4,TRUE,3.67,3.67
"14230","99%",TRUE,"Private room in guest suite","within an hour",73,4.79,319,4.93,4.85,1,6874,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.85,4.85
"14231","76%",TRUE,"Private room in rental unit","a few days or more",9,5,358,5,5,1,1100,"Cuauhtémoc","Private room",1,1,4,1125,TRUE,5,5
"14232","100%",TRUE,"Room in boutique hotel","N/A",0,4.75,347,4.83,4.71,1,2400,"Cuauhtémoc","Private room",2,1,3,1125,TRUE,4.71,4.71
"14233","100%",TRUE,"Room in hotel","within an hour",56,4.89,365,4.96,4.79,1,914,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,4.79,4.79
"14234","91%",TRUE,"Entire vacation home","within an hour",9,4.44,333,4.67,4.44,2,1100,"Benito Juárez","Entire home/apt",4,2,1,1125,TRUE,4.44,4.44
"14235","100%",TRUE,"Entire condo","within an hour",78,4.78,357,4.96,4.85,2.5,3355,"Miguel Hidalgo","Entire home/apt",4,3,1,90,TRUE,4.85,4.85
"14236","93%",TRUE,"Entire loft","within a few hours",23,4.78,362,4.91,4.52,1,500,"Tlalpan","Entire home/apt",2,2,1,365,TRUE,4.52,4.52
"14237","100%",TRUE,"Entire rental unit","within an hour",45,4.87,90,4.69,4.27,1,1344,"Miguel Hidalgo","Entire home/apt",2,1,2,31,TRUE,4.27,4.27
"14238","100%",TRUE,"Entire rental unit","within an hour",37,4.76,352,4.97,4.76,1,2050,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,4.76,4.76
"14239","100%",TRUE,"Entire rental unit","within an hour",59,4.86,332,4.83,4.86,2,3138,"Cuauhtémoc","Entire home/apt",4,2,3,120,TRUE,4.86,4.86
"14240","71%",TRUE,"Private room in condo","within a day",7,5,142,5,4.86,1,1116,"Benito Juárez","Private room",2,1,1,1125,TRUE,4.86,4.86
"14241","0%",TRUE,"Private room in guesthouse","within a day",0,4.75,365,4.83,4.71,1,436,"Iztapalapa","Private room",1,1,1,365,TRUE,4.71,4.71
"14242","99%",TRUE,"Private room in guest suite","within an hour",62,4.87,320,4.9,4.58,1,6874,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.58,4.58
"14243","82%",TRUE,"Entire rental unit","within a day",19,4.79,353,5,4.74,1.5,1100,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,4.74,4.74
"14244","99%",TRUE,"Entire rental unit","within an hour",0,4.75,14,4.83,4.71,1,2500,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,4.71,4.71
"14245","100%",TRUE,"Entire serviced apartment","within an hour",37,4.97,351,5,4.97,1,1003,"Cuauhtémoc","Entire home/apt",2,1,3,30,TRUE,4.97,4.97
"14246","93%",TRUE,"Private room in home","within an hour",7,4.57,297,5,4.86,1,240,"Coyoacán","Private room",1,1,28,365,TRUE,4.86,4.86
"14247","60%",TRUE,"Entire condo","within a day",0,4.75,365,4.83,4.71,1,1100,"Benito Juárez","Entire home/apt",4,2,30,1125,TRUE,4.71,4.71
"14248","100%",TRUE,"Entire home","within an hour",50,4.94,337,4.98,4.9,2,2627,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.9,4.9
"14249","100%",TRUE,"Private room in condo","within an hour",3,5,138,5,5,1,400,"Benito Juárez","Private room",2,1,4,365,TRUE,5,5
"14250","98%",TRUE,"Entire guest suite","within an hour",48,4.96,356,5,4.9,1,704,"Coyoacán","Entire home/apt",2,1,1,180,TRUE,4.9,4.9
"14251","85%",TRUE,"Private room in rental unit","within an hour",5,5,61,5,4.6,1,786,"Cuauhtémoc","Private room",2,1,1,30,TRUE,4.6,4.6
"14252","100%",TRUE,"Private room in serviced apartment","within a few hours",1,3,118,5,5,1,450,"Benito Juárez","Private room",2,1,2,365,TRUE,5,5
"14253","100%",TRUE,"Private room in rental unit","within an hour",16,4.81,348,4.94,4.56,1,556,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,4.56,4.56
"14254","72%",TRUE,"Entire vacation home","within a few hours",17,4.71,343,5,4.41,1,653,"Venustiano Carranza","Entire home/apt",3,3,2,1125,TRUE,4.41,4.41
"14255","65%",FALSE,"Private room in casa particular","within a few hours",8,4.63,365,5,5,1.5,400,"Gustavo A. Madero","Private room",4,3,1,365,TRUE,5,5
"14256","100%",TRUE,"Entire place","within an hour",4,4.75,349,5,3.75,1,2000,"Tlalpan","Entire home/apt",2,2,1,365,TRUE,3.75,3.75
"14257","91%",TRUE,"Entire loft","within an hour",35,4.83,329,4.89,4.77,1,810,"Cuauhtémoc","Entire home/apt",3,1,1,1125,TRUE,4.77,4.77
"14258","100%",TRUE,"Entire rental unit","within an hour",45,4.91,349,4.91,4.84,1,1450,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,4.84,4.84
"14259","100%",TRUE,"Entire loft","within an hour",6,5,270,5,5,1,1700,"Benito Juárez","Entire home/apt",3,2,3,365,TRUE,5,5
"14260","99%",TRUE,"Entire loft","within an hour",70,4.8,351,4.96,4.76,1.5,1071,"Benito Juárez","Entire home/apt",2,1,1,365,TRUE,4.76,4.76
"14261","N/A",TRUE,"Campsite","within an hour",1,5,365,5,5,1.5,500,"Xochimilco","Entire home/apt",16,NA,1,365,TRUE,5,5
"14262","98%",TRUE,"Entire condo","within an hour",4,4.25,307,4.25,3.75,1,799,"Álvaro Obregón","Entire home/apt",2,1,1,1125,TRUE,3.75,3.75
"14263","100%",TRUE,"Entire condo","within an hour",25,4.56,364,4.68,4.44,1.5,453,"Cuauhtémoc","Entire home/apt",5,3,2,1125,TRUE,4.44,4.44
"14264","100%",TRUE,"Entire condo","N/A",2,5,363,5,5,1,1500,"Miguel Hidalgo","Entire home/apt",3,2,15,365,TRUE,5,5
"14265","100%",TRUE,"Entire rental unit","within an hour",20,4.85,359,5,5,2,1850,"Benito Juárez","Entire home/apt",6,3,2,1125,TRUE,5,5
"14266","98%",TRUE,"Private room in loft","within an hour",53,4.91,338,4.53,4.91,1,794,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.91,4.91
"14267","100%",TRUE,"Entire loft","within an hour",84,4.75,310,4.87,4.68,1,1500,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,4.68,4.68
"14268","70%",TRUE,"Entire condo","within an hour",2,5,1,5,5,2,749,"Miguel Hidalgo","Entire home/apt",4,2,7,1125,TRUE,5,5
"14269","98%",TRUE,"Private room in home","within an hour",54,4.85,325,4.94,4.91,1.5,420,"Benito Juárez","Private room",2,1,1,1125,TRUE,4.91,4.91
"14270","98%",TRUE,"Private room in serviced apartment","within an hour",23,4.74,335,4.78,4.78,1,892,"Cuauhtémoc","Private room",4,2,1,365,TRUE,4.78,4.78
"14271","88%",TRUE,"Private room in rental unit","within an hour",27,4.59,305,4.96,4.67,1,725,"Cuauhtémoc","Private room",2,1,2,365,TRUE,4.67,4.67
"14272","100%",TRUE,"Entire condo","within an hour",42,4.93,356,5,4.79,2.5,3527,"Miguel Hidalgo","Entire home/apt",4,3,1,365,TRUE,4.79,4.79
"14273","94%",TRUE,"Entire condo","within a few hours",13,4.31,355,4.85,4.15,2,1210,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,4.15,4.15
"14274","100%",TRUE,"Entire condo","within an hour",89,4.57,343,4.82,4.66,1,1086,"Venustiano Carranza","Entire home/apt",5,3,1,365,TRUE,4.66,4.66
"14275","100%",TRUE,"Entire condo","within an hour",46,5,272,4.98,5,2,2023,"Cuauhtémoc","Entire home/apt",4,2,2,31,TRUE,5,5
"14276","86%",TRUE,"Entire condo","within an hour",13,4.92,190,4.69,4.69,2,720,"Benito Juárez","Entire home/apt",4,2,4,1125,TRUE,4.69,4.69
"14277","98%",TRUE,"Private room in bed and breakfast","within an hour",16,4.44,360,4.75,4.25,1,550,"Coyoacán","Private room",2,1,2,365,TRUE,4.25,4.25
"14278","98%",TRUE,"Private room in home","within an hour",6,4.5,359,4.5,4,1,550,"Coyoacán","Private room",2,1,2,365,TRUE,4,4
"14279","98%",TRUE,"Private room in townhouse","within an hour",6,4.67,84,5,5,1,550,"Coyoacán","Private room",2,1,2,365,TRUE,5,5
"14280","100%",TRUE,"Private room in home","within an hour",7,4.86,365,5,5,1,395,"Tlalpan","Private room",2,2,1,365,TRUE,5,5
"14281","66%",TRUE,"Entire rental unit","within an hour",18,4.94,178,4.89,4.83,2,449,"Venustiano Carranza","Entire home/apt",10,6,1,365,TRUE,4.83,4.83
"14282","100%",TRUE,"Entire condo","within an hour",84,4.9,336,4.92,4.83,1,1708,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,4.83,4.83
"14283","96%",TRUE,"Entire condo","within an hour",14,5,227,4.64,4.93,1,823,"Coyoacán","Entire home/apt",4,3,8,1125,TRUE,4.93,4.93
"14284","100%",TRUE,"Entire condo","within an hour",19,4.79,361,4.53,4.53,1,501,"Álvaro Obregón","Entire home/apt",5,3,1,1125,TRUE,4.53,4.53
"14285","80%",TRUE,"Entire condo","within a few hours",4,5,67,4.75,4.75,2,949,"Cuauhtémoc","Entire home/apt",6,2,3,365,TRUE,4.75,4.75
"14286","96%",TRUE,"Private room in guesthouse","within an hour",10,4.7,102,4.9,4.8,1,240,"Benito Juárez","Private room",1,1,6,90,TRUE,4.8,4.8
"14287","N/A",TRUE,"Entire rental unit","N/A",12,4.83,269,4.67,4.92,1,1586,"Miguel Hidalgo","Entire home/apt",2,1,2,60,TRUE,4.92,4.92
"14288","100%",TRUE,"Entire condo","within an hour",93,4.91,346,4.92,4.96,2,2344,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,4.96,4.96
"14289","100%",TRUE,"Entire condo","within an hour",37,4.92,66,5,4.95,1,950,"Álvaro Obregón","Entire home/apt",2,2,3,1125,TRUE,4.95,4.95
"14290","100%",TRUE,"Entire condo","within a few hours",33,5,333,5,4.82,1,1018,"Benito Juárez","Entire home/apt",4,3,3,1125,TRUE,4.82,4.82
"14291","100%",TRUE,"Entire rental unit","within an hour",42,4.88,345,4.67,4.64,2,2546,"Cuauhtémoc","Entire home/apt",4,2,3,120,TRUE,4.64,4.64
"14292","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,240,4.83,4.71,1,250,"Coyoacán","Private room",1,1,1,7,TRUE,4.71,4.71
"14293","100%",TRUE,"Entire loft","within an hour",143,4.89,347,4.73,4.69,1,999,"Álvaro Obregón","Entire home/apt",4,1,1,1125,TRUE,4.69,4.69
"14294","100%",FALSE,"Private room in guest suite","N/A",1,1,365,1,1,1,250,"Álvaro Obregón","Private room",1,1,1,365,TRUE,1,1
"14295","100%",TRUE,"Entire rental unit","within an hour",47,4.89,355,4.7,4.79,2,1592,"Cuauhtémoc","Entire home/apt",4,2,3,120,TRUE,4.79,4.79
"14296","100%",TRUE,"Entire rental unit","within an hour",47,4.72,348,4.64,4.62,2,536,"Cuajimalpa de Morelos","Entire home/apt",5,3,1,364,TRUE,4.62,4.62
"14297","100%",TRUE,"Entire serviced apartment","within an hour",50,4.72,354,4.9,4.74,2,1956,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,4.74,4.74
"14298","99%",TRUE,"Shared room in bed and breakfast","within an hour",0,4.75,365,4.83,4.71,1,330,"Cuauhtémoc","Shared room",9,9,1,1125,TRUE,4.71,4.71
"14299","99%",TRUE,"Entire serviced apartment","within an hour",56,4.79,270,4.93,4.61,1,1266,"Miguel Hidalgo","Entire home/apt",4,3,3,1125,TRUE,4.61,4.61
"14300","100%",TRUE,"Private room in guesthouse","within a few hours",33,4.91,251,5,5,1,786,"Cuauhtémoc","Private room",2,1,1,60,TRUE,5,5
"14301","96%",TRUE,"Private room in guesthouse","within an hour",6,4.33,365,4.5,4.33,1,300,"Benito Juárez","Private room",1,1,6,90,TRUE,4.33,4.33
"14302","80%",FALSE,"Private room in rental unit","within a day",6,4.83,361,5,5,1,292,"Coyoacán","Private room",1,1,1,1125,TRUE,5,5
"14303","96%",TRUE,"Private room in guesthouse","within an hour",12,4.75,364,4.92,4.92,1,250,"Benito Juárez","Private room",1,1,6,90,TRUE,4.92,4.92
"14304","96%",TRUE,"Private room in guesthouse","within an hour",5,4,320,4.2,3.8,1,300,"Benito Juárez","Private room",1,1,6,90,TRUE,3.8,3.8
"14305","60%",FALSE,"Private room in tiny home","a few days or more",0,4.75,365,4.83,4.71,1,480,"Iztacalco","Private room",2,NA,1,365,TRUE,4.71,4.71
"14306","99%",TRUE,"Entire condo","within an hour",21,4.48,288,4.81,4.67,1,649,"Cuauhtémoc","Entire home/apt",4,3,3,1125,TRUE,4.67,4.67
"14307","0%",FALSE,"Entire condo","N/A",0,4.75,358,4.83,4.71,1,800,"Miguel Hidalgo","Entire home/apt",2,1,3,30,TRUE,4.71,4.71
"14308","100%",TRUE,"Room in hotel","within an hour",14,4.36,365,4.57,4.5,1,914,"Xochimilco","Private room",2,1,1,365,TRUE,4.5,4.5
"14309","96%",TRUE,"Private room in guesthouse","within an hour",2,5,332,5,5,1,395,"Benito Juárez","Private room",1,1,6,90,TRUE,5,5
"14310","N/A",FALSE,"Entire condo","N/A",5,5,0,4.6,5,1,800,"Iztacalco","Entire home/apt",2,1,2,365,TRUE,5,5
"14311","N/A",TRUE,"Entire home","N/A",0,4.75,362,4.83,4.71,1,1500,"Cuajimalpa de Morelos","Entire home/apt",4,2,1,365,TRUE,4.71,4.71
"14312","96%",TRUE,"Private room in guesthouse","within an hour",9,4.56,334,5,4.89,1,395,"Benito Juárez","Private room",1,1,6,90,TRUE,4.89,4.89
"14313","100%",TRUE,"Private room in rental unit","within a day",1,4,148,5,5,1,1143,"Benito Juárez","Private room",1,1,2,30,TRUE,5,5
"14314","100%",TRUE,"Room in aparthotel","within an hour",93,4.94,277,4.74,4.82,2,827,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.82,4.82
"14315","100%",TRUE,"Private room in condo","within an hour",7,5,330,5,5,1,410,"Coyoacán","Private room",1,1,1,1125,TRUE,5,5
"14316","100%",TRUE,"Entire condo","within an hour",79,4.95,214,5,4.94,1.5,1841,"Cuauhtémoc","Entire home/apt",2,1,2,20,TRUE,4.94,4.94
"14317","100%",TRUE,"Entire condo","within an hour",54,4.69,347,4.78,4.72,1,500,"Venustiano Carranza","Entire home/apt",4,3,2,30,TRUE,4.72,4.72
"14318","100%",TRUE,"Entire condo","within an hour",51,4.65,148,4.8,4.65,1,1579,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.65,4.65
"14319","100%",TRUE,"Private room in casa particular","within an hour",23,4.87,365,4.83,4.78,1,390,"Coyoacán","Private room",2,1,1,1125,TRUE,4.78,4.78
"14320","100%",TRUE,"Private room in rental unit","within a few hours",1,5,0,5,5,1,635,"Cuauhtémoc","Private room",1,1,2,90,TRUE,5,5
"14321","100%",TRUE,"Private room in townhouse","within a few hours",28,4.82,262,4.96,4.89,1,751,"Cuauhtémoc","Private room",2,1,1,60,TRUE,4.89,4.89
"14322","100%",TRUE,"Private room in home","within a few hours",26,4.96,266,4.96,4.88,1,659,"Cuauhtémoc","Private room",2,2,1,30,TRUE,4.88,4.88
"14323","100%",TRUE,"Private room in home","within a day",0,4.75,276,4.83,4.71,1,484,"Coyoacán","Private room",1,1,30,365,TRUE,4.71,4.71
"14324","100%",TRUE,"Entire rental unit","within a few hours",24,4.92,342,4.96,4.92,2,1250,"Álvaro Obregón","Entire home/apt",6,4,2,1125,TRUE,4.92,4.92
"14325","100%",TRUE,"Entire rental unit","within an hour",22,5,349,5,4.86,1,1500,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,4.86,4.86
"14326","N/A",TRUE,"Entire serviced apartment","N/A",0,4.75,363,4.83,4.71,3.5,1800,"Álvaro Obregón","Entire home/apt",6,3,7,90,FALSE,4.71,4.71
"14327","100%",TRUE,"Private room in condo","within an hour",13,4.69,88,5,4.62,1,293,"Coyoacán","Private room",1,1,5,31,TRUE,4.62,4.62
"14328","100%",TRUE,"Entire home","within a few hours",15,5,87,5,4.87,2.5,2700,"Miguel Hidalgo","Entire home/apt",7,5,2,30,TRUE,4.87,4.87
"14329","100%",TRUE,"Entire serviced apartment","within an hour",65,4.86,352,4.74,4.8,1,1400,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.8,4.8
"14330","100%",TRUE,"Entire rental unit","within an hour",2,5,240,5,5,1,500,"Benito Juárez","Entire home/apt",2,1,21,180,TRUE,5,5
"14331","100%",TRUE,"Private room in home","within a day",0,4.75,276,4.83,4.71,1,484,"Coyoacán","Private room",1,1,30,365,TRUE,4.71,4.71
"14332","100%",TRUE,"Private room in home","within a day",1,1,276,1,1,1,484,"Coyoacán","Private room",1,1,30,365,TRUE,1,1
"14333","100%",TRUE,"Entire loft","within an hour",63,4.94,355,4.73,4.95,1,854,"Miguel Hidalgo","Entire home/apt",2,1,1,1125,TRUE,4.95,4.95
"14334","100%",TRUE,"Entire rental unit","within an hour",68,4.88,142,4.96,4.78,2.5,4600,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,4.78,4.78
"14335","98%",TRUE,"Entire condo","within an hour",35,4.8,337,4.97,4.86,1,753,"Cuauhtémoc","Entire home/apt",3,1,1,1125,TRUE,4.86,4.86
"14336","100%",TRUE,"Entire rental unit","within an hour",1,5,184,5,5,2.5,3100,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,5,5
"14337","96%",TRUE,"Entire rental unit","within an hour",21,4.76,359,4.9,4.86,1,1000,"Miguel Hidalgo","Entire home/apt",4,2,2,14,TRUE,4.86,4.86
"14338","98%",TRUE,"Entire condo","within an hour",48,4.94,330,5,4.88,2,1425,"Cuauhtémoc","Entire home/apt",8,3,1,1125,TRUE,4.88,4.88
"14339","96%",TRUE,"Entire condo","within a day",26,4.92,194,4.81,4.73,1,800,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.73,4.73
"14340","100%",TRUE,"Private room in home","within a day",0,4.75,276,4.83,4.71,1,490,"Coyoacán","Private room",1,1,30,365,TRUE,4.71,4.71
"14341","100%",TRUE,"Private room in casa particular","within an hour",21,4.95,364,4.86,4.81,1,390,"Coyoacán","Private room",2,1,1,1125,TRUE,4.81,4.81
"14342","0%",TRUE,"Entire rental unit","a few days or more",0,4.75,362,4.83,4.71,1,1200,"Cuauhtémoc","Entire home/apt",2,1,5,1125,TRUE,4.71,4.71
"14343","100%",TRUE,"Private room in serviced apartment","N/A",2,3,365,3,3,2,1900,"Benito Juárez","Private room",1,3,1,365,TRUE,3,3
"14344","33%",TRUE,"Entire condo","within a few hours",4,5,21,5,5,1,700,"Venustiano Carranza","Entire home/apt",4,2,2,60,TRUE,5,5
"14345","88%",TRUE,"Private room in home","within a day",3,5,365,5,5,1,400,"Tlalpan","Private room",2,2,1,20,TRUE,5,5
"14346","100%",TRUE,"Private room in casa particular","within an hour",17,4.29,341,4.65,4.35,1,195,"Miguel Hidalgo","Private room",1,1,3,180,TRUE,4.35,4.35
"14347","100%",TRUE,"Entire loft","within an hour",1,5,359,5,5,2,1256,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,5,5
"14348","100%",TRUE,"Private room in home","within an hour",12,4.58,0,5,4.83,1,830,"Coyoacán","Private room",4,2,2,1125,TRUE,4.83,4.83
"14349","100%",TRUE,"Entire condo","within an hour",57,4.93,325,4.96,4.89,3,2300,"Miguel Hidalgo","Entire home/apt",8,5,2,1125,TRUE,4.89,4.89
"14350","99%",TRUE,"Entire condo","within an hour",76,4.86,101,4.97,4.88,1,1770,"Cuauhtémoc","Entire home/apt",6,3,2,17,TRUE,4.88,4.88
"14351","31%",TRUE,"Private room in casa particular","within an hour",4,3.75,364,4.75,4,1,250,"Coyoacán","Private room",1,1,1,365,TRUE,4,4
"14352","99%",TRUE,"Entire loft","within an hour",21,4.86,165,4.86,4.76,1,884,"Azcapotzalco","Entire home/apt",2,1,3,1125,TRUE,4.76,4.76
"14353","99%",TRUE,"Entire rental unit","within an hour",23,4.91,63,4.96,4.91,1.5,926,"Azcapotzalco","Entire home/apt",2,1,3,1125,TRUE,4.91,4.91
"14354","96%",TRUE,"Entire home","within an hour",0,4.75,365,4.83,4.71,4.5,8000,"Miguel Hidalgo","Entire home/apt",12,6,2,1125,TRUE,4.71,4.71
"14355","92%",FALSE,"Private room in casa particular","N/A",7,4.29,88,4.71,4.43,1,257,"Benito Juárez","Private room",1,1,1,365,TRUE,4.43,4.43
"14356","100%",TRUE,"Entire serviced apartment","within an hour",48,4.66,354,4.92,4.79,1.5,1099,"Benito Juárez","Entire home/apt",4,3,2,30,TRUE,4.79,4.79
"14357","100%",TRUE,"Entire rental unit","within an hour",45,4.93,335,4.91,4.84,1.5,1299,"Cuauhtémoc","Entire home/apt",3,NA,2,1125,TRUE,4.84,4.84
"14358","100%",TRUE,"Entire rental unit","within an hour",31,4.9,362,4.84,4.74,1,1457,"Cuajimalpa de Morelos","Entire home/apt",2,1,1,1125,TRUE,4.74,4.74
"14359","100%",TRUE,"Entire rental unit","within an hour",19,4.53,361,4.84,4.37,1,1044,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.37,4.37
"14360","100%",TRUE,"Entire rental unit","within a day",0,4.75,89,4.83,4.71,1,1408,"Cuajimalpa de Morelos","Entire home/apt",2,1,7,360,TRUE,4.71,4.71
"14361","100%",TRUE,"Entire rental unit","within a day",0,4.75,89,4.83,4.71,1,1598,"Cuajimalpa de Morelos","Entire home/apt",2,1,5,360,TRUE,4.71,4.71
"14362","N/A",FALSE,"Entire condo","N/A",68,4.96,345,4.96,4.85,2,2010,"Cuauhtémoc","Entire home/apt",6,4,2,365,TRUE,4.85,4.85
"14363","100%",TRUE,"Private room in casa particular","N/A",6,5,365,5,5,1,1000,"Tlalpan","Private room",1,1,3,15,TRUE,5,5
"14364","100%",TRUE,"Entire condo","N/A",7,4.86,56,5,5,2,1250,"Miguel Hidalgo","Entire home/apt",4,2,3,365,TRUE,5,5
"14365","64%",TRUE,"Private room in condo","within an hour",6,4.83,303,5,5,1,987,"Miguel Hidalgo","Private room",2,1,3,365,TRUE,5,5
"14366","100%",TRUE,"Private room in casa particular","within an hour",14,4.29,339,4.64,4.57,1,206,"Miguel Hidalgo","Private room",1,1,2,180,TRUE,4.57,4.57
"14367","98%",TRUE,"Entire rental unit","within an hour",24,4.83,172,4.96,4.88,2,1112,"Miguel Hidalgo","Entire home/apt",4,2,2,1125,TRUE,4.88,4.88
"14368","100%",TRUE,"Entire rental unit","within an hour",4,5,338,5,5,2,1281,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,5,5
"14369","67%",FALSE,"Entire rental unit","a few days or more",11,4.27,363,4.82,4.45,2,1300,"Cuauhtémoc","Entire home/apt",4,2,2,30,TRUE,4.45,4.45
"14370","100%",TRUE,"Entire condo","within a few hours",11,5,364,4.91,4.73,2,850,"Coyoacán","Entire home/apt",3,2,2,1125,TRUE,4.73,4.73
"14371","98%",TRUE,"Entire rental unit","within an hour",1,4,347,3,3,1,999,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,3,3
"14372","95%",TRUE,"Private room in casa particular","within an hour",27,4.78,364,4.93,4.74,1.5,500,"Tlalpan","Private room",3,2,1,365,TRUE,4.74,4.74
