"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"4158","83%",TRUE,"Entire condo","within a day",14,4.85,364,4.92,5,2,2378,"Benito Juárez","Entire home/apt",6,3,3,90,TRUE,5,5
"4159","69%",TRUE,"Entire home","within a few hours",23,4.65,344,4.87,4.78,5.5,5083,"Coyoacán","Entire home/apt",12,11,4,1125,TRUE,4.78,4.78
"4160","N/A",TRUE,"Entire rental unit","N/A",40,4.87,272,4.97,4.95,2,1100,"Benito Juárez","Entire home/apt",4,2,5,300,TRUE,4.95,4.95
"4161","100%",TRUE,"Private room in condo","within an hour",286,4.89,242,4.85,4.89,1,279,"Cuauhtémoc","Private room",2,1,2,1125,TRUE,4.89,4.89
"4162","96%",TRUE,"Entire rental unit","within an hour",294,4.76,64,4.72,4.77,1,638,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.77,4.77
"4163","100%",TRUE,"Entire rental unit","within an hour",19,4.39,0,5,4.56,1.5,1197,"Benito Juárez","Entire home/apt",3,2,3,1125,TRUE,4.56,4.56
"4164","N/A",TRUE,"Entire condo","N/A",27,4.96,90,4.96,4.96,1,6429,"Cuauhtémoc","Entire home/apt",2,1,4,1125,TRUE,4.96,4.96
"4165","100%",TRUE,"Entire loft","within a few hours",30,4.7,319,4.77,4.87,1,729,"Coyoacán","Entire home/apt",2,1,2,365,TRUE,4.87,4.87
"4166","50%",TRUE,"Entire rental unit","within an hour",10,4.33,177,5,4.11,2.5,2160,"Miguel Hidalgo","Entire home/apt",6,5,21,1125,TRUE,4.11,4.11
"4167","83%",TRUE,"Entire cabin","within an hour",0,4.75,362,4.83,4.71,3,6429,"Tlalpan","Entire home/apt",12,6,1,1125,TRUE,4.71,4.71
"4168","100%",TRUE,"Entire condo","within an hour",213,4.92,297,4.96,4.92,2,2861,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,4.92,4.92
"4169","96%",TRUE,"Entire rental unit","within an hour",8,4.75,363,4.5,4.38,1,1689,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.38,4.38
"4170","96%",TRUE,"Entire rental unit","within an hour",79,4.32,354,4.84,4.53,1,1466,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.53,4.53
"4171","96%",TRUE,"Entire rental unit","within an hour",228,4.54,351,4.9,4.69,1,1453,"Cuauhtémoc","Entire home/apt",2,2,1,1125,TRUE,4.69,4.69
"4172","100%",TRUE,"Entire condo","within an hour",170,4.93,290,4.77,4.86,1,1783,"Cuauhtémoc","Entire home/apt",3,2,2,1125,TRUE,4.86,4.86
"4173","0%",FALSE,"Entire rental unit","a few days or more",2,5,40,5,5,2,600,"Benito Juárez","Entire home/apt",2,2,60,120,TRUE,5,5
"4174","100%",TRUE,"Entire rental unit","within an hour",81,4.67,27,4.89,4.83,2,1425,"Álvaro Obregón","Entire home/apt",4,2,3,27,TRUE,4.83,4.83
"4175","86%",TRUE,"Entire rental unit","within an hour",16,5,345,4.64,5,1,870,"Cuauhtémoc","Entire home/apt",4,2,3,1125,TRUE,5,5
"4176","100%",TRUE,"Entire rental unit","within an hour",35,4.63,301,4.91,4.86,1,700,"Benito Juárez","Entire home/apt",5,4,2,1125,TRUE,4.86,4.86
"4177","98%",TRUE,"Private room in home","within an hour",83,4.84,103,4.83,4.92,1,322,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.92,4.92
"4178","85%",TRUE,"Private room in rental unit","within a few hours",22,4.62,60,5,4.62,1,790,"Cuauhtémoc","Private room",1,1,3,30,TRUE,4.62,4.62
"4179","96%",TRUE,"Entire rental unit","within an hour",69,4.42,281,4.96,4.71,2,1797,"Cuauhtémoc","Entire home/apt",4,3,1,1125,TRUE,4.71,4.71
"4180","96%",TRUE,"Entire serviced apartment","within an hour",24,4.52,177,5,4.87,2,2034,"Cuauhtémoc","Entire home/apt",4,3,1,1125,TRUE,4.87,4.87
"4181","97%",TRUE,"Room in boutique hotel","within an hour",1,5,303,5,4,1,2100,"Cuauhtémoc","Hotel room",2,1,1,360,TRUE,4,4
"4182","N/A",TRUE,"Entire rental unit","N/A",3,4.33,178,5,4.67,2.5,2360,"Cuauhtémoc","Entire home/apt",6,3,365,1125,TRUE,4.67,4.67
"4183","N/A",FALSE,"Entire rental unit","N/A",0,4.75,365,4.83,4.71,2,600,"Cuauhtémoc","Entire home/apt",4,2,365,1125,TRUE,4.71,4.71
"4184","98%",TRUE,"Entire cabin","within an hour",242,4.88,170,4.77,4.81,1,850,"Cuajimalpa de Morelos","Entire home/apt",2,1,2,1125,TRUE,4.81,4.81
"4185","80%",TRUE,"Entire rental unit","within an hour",34,4.76,246,4.97,4.85,1,957,"Cuauhtémoc","Entire home/apt",2,1,1,120,TRUE,4.85,4.85
"4186","100%",TRUE,"Entire rental unit","within an hour",147,4.78,152,4.99,4.67,1,1616,"Cuauhtémoc","Entire home/apt",3,1,1,120,TRUE,4.67,4.67
"4187","97%",TRUE,"Entire rental unit","within an hour",22,4.7,326,4.9,4.75,1,1500,"Miguel Hidalgo","Entire home/apt",4,2,1,1125,TRUE,4.75,4.75
"4188","N/A",TRUE,"Private room in rental unit","N/A",10,5,0,5,4.9,1,850,"Benito Juárez","Private room",2,1,1,1125,TRUE,4.9,4.9
"4189","0%",FALSE,"Entire condo","a few days or more",7,5,270,5,4.83,2,2179,"Cuajimalpa de Morelos","Entire home/apt",4,3,3,1125,TRUE,4.83,4.83
"4190","96%",TRUE,"Entire rental unit","within an hour",20,4.85,37,5,4.95,1,1899,"Cuauhtémoc","Entire home/apt",2,1,5,1125,TRUE,4.95,4.95
"4191","100%",TRUE,"Entire rental unit","within an hour",48,4.9,2,4.85,4.73,1,1850,"Cuauhtémoc","Entire home/apt",4,3,1,359,TRUE,4.73,4.73
"4192","N/A",FALSE,"Private room in guest suite","a few days or more",0,4.75,365,4.83,4.71,1.5,200,"Benito Juárez","Private room",1,1,6,1125,TRUE,4.71,4.71
"4193","99%",TRUE,"Entire rental unit","within an hour",31,4.9,84,4.81,4.77,1,852,"Benito Juárez","Entire home/apt",3,2,2,100,TRUE,4.77,4.77
"4194","100%",TRUE,"Private room in rental unit","within a few hours",3,5,175,5,5,2,1820,"La Magdalena Contreras","Private room",4,5,2,1125,TRUE,5,5
"4195","0%",TRUE,"Entire home","a few days or more",14,4.67,363,4.83,4.92,1,600,"Cuauhtémoc","Entire home/apt",3,2,15,45,TRUE,4.92,4.92
"4196","50%",TRUE,"Entire loft","within an hour",2,5,110,5,5,1,1050,"Benito Juárez","Entire home/apt",3,2,4,1125,TRUE,5,5
"4197","67%",TRUE,"Entire loft","N/A",27,4.74,0,4.78,4.78,1,414,"Cuauhtémoc","Entire home/apt",3,2,3,1125,TRUE,4.78,4.78
"4198","N/A",FALSE,"Entire rental unit","N/A",2,5,242,4.5,5,2,1000,"Benito Juárez","Entire home/apt",4,2,180,365,TRUE,5,5
"4199","100%",TRUE,"Entire rental unit","within an hour",257,4.84,173,4.77,4.76,1,1280,"Cuauhtémoc","Entire home/apt",2,1,1,30,TRUE,4.76,4.76
"4200","99%",TRUE,"Entire rental unit","within an hour",314,4.91,129,4.86,4.83,1,1508,"Cuauhtémoc","Entire home/apt",2,1,2,31,TRUE,4.83,4.83
"4201","0%",TRUE,"Private room in rental unit","N/A",2,3,364,5,3,1,549,"Cuauhtémoc","Private room",2,1,5,365,TRUE,3,3
"4202","0%",TRUE,"Entire rental unit","N/A",77,4.81,0,4.96,4.95,2,1400,"Cuauhtémoc","Entire home/apt",4,2,2,120,TRUE,4.95,4.95
"4203","100%",FALSE,"Room in boutique hotel","within an hour",2,4.5,351,5,4.5,1,4992,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.5,4.5
"4204","90%",FALSE,"Private room in rental unit","within a day",9,4.89,119,4.44,4.67,1,250,"Iztapalapa","Private room",2,1,1,1125,TRUE,4.67,4.67
"4205","100%",FALSE,"Room in boutique hotel","within an hour",0,4.75,354,4.83,4.71,1,5743,"Cuauhtémoc","Private room",3,2,1,1125,TRUE,4.71,4.71
"4206","0%",TRUE,"Private room in rental unit","N/A",8,5,88,4.86,4.86,1,714,"Miguel Hidalgo","Private room",1,1,8,180,TRUE,4.86,4.86
"4207","50%",TRUE,"Private room in rental unit","within an hour",0,4.75,180,4.83,4.71,1,20000,"Cuajimalpa de Morelos","Private room",2,1,3,31,TRUE,4.71,4.71
"4208","99%",TRUE,"Entire rental unit","within an hour",139,4.71,102,4.92,4.63,1,1300,"Cuauhtémoc","Entire home/apt",3,2,2,90,TRUE,4.63,4.63
"4209","100%",TRUE,"Private room in townhouse","within an hour",25,4.8,27,4.92,5,1,240,"Tlalpan","Private room",1,1,1,1125,TRUE,5,5
"4210","97%",TRUE,"Entire rental unit","within an hour",89,4.75,344,4.98,4.75,1,690,"Benito Juárez","Entire home/apt",3,3,2,30,TRUE,4.75,4.75
"4211","100%",TRUE,"Entire loft","a few days or more",17,4.76,180,4.82,4.71,1,940,"Coyoacán","Entire home/apt",2,1,5,1125,TRUE,4.71,4.71
"4212","100%",TRUE,"Private room in home","within an hour",64,4.97,354,4.92,4.92,1,1180,"Miguel Hidalgo","Private room",1,1,5,365,TRUE,4.92,4.92
"4213","100%",TRUE,"Private room in condo","within an hour",153,4.91,327,4.95,4.87,1,1200,"Miguel Hidalgo","Private room",2,1,2,360,TRUE,4.87,4.87
"4214","67%",TRUE,"Entire rental unit","within a few hours",49,4.88,357,4.88,4.71,2,800,"Miguel Hidalgo","Entire home/apt",3,2,2,28,TRUE,4.71,4.71
"4215","95%",TRUE,"Entire rental unit","within an hour",9,4.56,342,4.56,4.33,2,604,"Tlalpan","Entire home/apt",8,5,2,30,TRUE,4.33,4.33
"4216","99%",TRUE,"Entire condo","within an hour",98,4.9,132,4.98,4.92,1,970,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.92,4.92
"4217","N/A",TRUE,"Private room in condo","N/A",22,5,169,5,4.86,1,1355,"Miguel Hidalgo","Private room",1,1,2,90,TRUE,4.86,4.86
"4218","0%",FALSE,"Private room in rental unit","N/A",0,4.75,364,4.83,4.71,1,400,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,4.71,4.71
"4219","100%",FALSE,"Private room in home","N/A",1,1,358,1,1,1,3674,"Coyoacán","Private room",2,1,5,9,TRUE,1,1
"4220","100%",TRUE,"Entire rental unit","within an hour",65,4.77,359,4.64,4.84,1,313,"Tlalpan","Entire home/apt",2,1,2,1125,TRUE,4.84,4.84
"4221","96%",TRUE,"Entire loft","within a few hours",163,4.79,139,4.98,4.85,1,930,"Cuauhtémoc","Entire home/apt",4,1,1,1125,TRUE,4.85,4.85
"4222","92%",TRUE,"Private room in home","within a few hours",20,4.8,318,4.8,4.8,1,399,"Cuajimalpa de Morelos","Private room",1,1,1,365,TRUE,4.8,4.8
"4223","98%",TRUE,"Entire condo","within an hour",143,4.53,349,4.77,4.52,1.5,736,"Cuauhtémoc","Entire home/apt",5,4,1,1125,TRUE,4.52,4.52
"4224","100%",TRUE,"Entire rental unit","within an hour",309,4.88,109,4.93,4.83,2,1604,"Miguel Hidalgo","Entire home/apt",9,7,1,1125,TRUE,4.83,4.83
"4225","100%",TRUE,"Entire rental unit","within an hour",138,4.98,317,4.92,4.97,2,1050,"Cuauhtémoc","Entire home/apt",3,2,2,1125,TRUE,4.97,4.97
"4226","100%",TRUE,"Private room in rental unit","within an hour",180,4.92,56,4.98,4.93,1,617,"Cuauhtémoc","Private room",2,1,4,10,TRUE,4.93,4.93
"4227","100%",TRUE,"Entire loft","within an hour",43,4.93,326,5,4.84,1,2514,"Cuauhtémoc","Entire home/apt",3,1,2,1125,TRUE,4.84,4.84
"4228","N/A",FALSE,"Entire home","N/A",1,5,365,5,5,4,1200,"Milpa Alta","Entire home/apt",5,3,2,31,TRUE,5,5
"4229","N/A",FALSE,"Entire rental unit","N/A",1,5,337,2,5,1,356,"Álvaro Obregón","Entire home/apt",2,2,7,1125,TRUE,5,5
"4230","98%",TRUE,"Entire condo","within an hour",93,4.75,266,4.89,4.89,2,1400,"Álvaro Obregón","Entire home/apt",4,3,2,365,TRUE,4.89,4.89
"4231","94%",TRUE,"Entire condo","within an hour",9,4.78,358,5,4.78,2,1180,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,4.78,4.78
"4232","N/A",FALSE,"Entire guesthouse","N/A",0,4.75,365,4.83,4.71,2,300,"Tlalpan","Entire home/apt",10,1,360,360,TRUE,4.71,4.71
"4233","N/A",FALSE,"Entire home","N/A",0,4.75,363,4.83,4.71,2.5,4000,"Álvaro Obregón","Entire home/apt",5,3,1,1125,TRUE,4.71,4.71
"4234","100%",TRUE,"Entire rental unit","within an hour",133,4.86,163,4.89,4.78,1,792,"Miguel Hidalgo","Entire home/apt",5,3,2,1125,TRUE,4.78,4.78
"4235","92%",TRUE,"Entire rental unit","within an hour",33,4.85,87,4.79,4.7,1,950,"Gustavo A. Madero","Entire home/apt",4,2,2,1125,TRUE,4.7,4.7
"4236","100%",TRUE,"Entire rental unit","within an hour",146,4.96,204,4.98,4.93,2.5,3342,"Cuauhtémoc","Entire home/apt",6,3,2,1125,TRUE,4.93,4.93
"4237","N/A",TRUE,"Private room in home","N/A",30,4.93,0,5,4.97,1,600,"Tlalpan","Private room",2,1,5,90,TRUE,4.97,4.97
"4238","100%",TRUE,"Private room in home","a few days or more",27,4.7,0,5,4.67,1,440,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.67,4.67
"4239","75%",TRUE,"Private room in home","within a few hours",6,4.83,178,4.83,4.83,1,550,"Benito Juárez","Private room",2,1,2,1125,TRUE,4.83,4.83
"4240","100%",TRUE,"Entire rental unit","within a day",91,4.8,347,5,4.85,1,1380,"Cuauhtémoc","Entire home/apt",2,1,30,1125,TRUE,4.85,4.85
"4241","75%",TRUE,"Private room in home","within a few hours",4,5,178,5,5,1,670,"Benito Juárez","Private room",3,1,3,1125,TRUE,5,5
"4242","99%",TRUE,"Private room in rental unit","within an hour",317,4.65,68,4.92,4.85,1,271,"Benito Juárez","Private room",3,1,1,7,TRUE,4.85,4.85
"4243","100%",TRUE,"Entire rental unit","within an hour",181,4.65,330,4.94,4.74,2,1370,"Cuauhtémoc","Entire home/apt",6,5,1,90,TRUE,4.74,4.74
"4244","100%",FALSE,"Private room in guest suite","within a day",7,4.71,332,4.57,4.86,1,400,"Cuajimalpa de Morelos","Private room",1,1,6,360,TRUE,4.86,4.86
"4245","100%",TRUE,"Private room in rental unit","N/A",1,1,178,1,1,1,764,"Benito Juárez","Private room",1,1,2,7,TRUE,1,1
"4246","N/A",TRUE,"Entire rental unit","N/A",61,4.69,27,4.85,4.7,1,750,"Benito Juárez","Entire home/apt",4,2,1,1125,TRUE,4.7,4.7
"4247","N/A",TRUE,"Private room in rental unit","N/A",19,4.94,0,5,4.94,1.5,500,"Cuauhtémoc","Private room",1,1,1,14,TRUE,4.94,4.94
"4248","100%",TRUE,"Entire condo","within a few hours",85,4.82,64,4.67,4.78,1,689,"Cuauhtémoc","Entire home/apt",6,3,2,1125,TRUE,4.78,4.78
"4249","100%",TRUE,"Entire rental unit","within an hour",242,4.87,212,4.98,4.9,1,1164,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.9,4.9
"4250","100%",TRUE,"Entire rental unit","within an hour",57,4.88,329,4.95,4.63,1,2313,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.63,4.63
"4251","100%",TRUE,"Entire condo","within an hour",161,4.84,155,4.96,4.93,2,901,"Benito Juárez","Entire home/apt",5,3,1,170,TRUE,4.93,4.93
"4252","67%",TRUE,"Private room in rental unit","N/A",1,5,179,5,5,1,1280,"Miguel Hidalgo","Private room",1,1,1,1125,TRUE,5,5
"4253","0%",TRUE,"Entire condo","N/A",17,4.94,349,5,5,2.5,1200,"Tlalpan","Entire home/apt",5,4,6,1125,TRUE,5,5
"4254","97%",TRUE,"Entire rental unit","within an hour",106,4.78,80,4.9,4.84,1,795,"Iztacalco","Entire home/apt",6,4,3,1125,TRUE,4.84,4.84
"4255","N/A",TRUE,"Entire rental unit","N/A",139,4.83,322,4.78,4.89,1,856,"Cuajimalpa de Morelos","Entire home/apt",2,1,1,25,TRUE,4.89,4.89
"4256","N/A",FALSE,"Private room in home","N/A",0,4.75,364,4.83,4.71,1,1400,"Álvaro Obregón","Private room",2,1,1,3,TRUE,4.71,4.71
"4257","N/A",TRUE,"Entire home","a few days or more",0,4.75,83,4.83,4.71,1,500,"Cuauhtémoc","Entire home/apt",1,1,33,60,TRUE,4.71,4.71
"4258","100%",TRUE,"Entire rental unit","within an hour",216,4.9,50,4.9,4.9,1,873,"Cuauhtémoc","Entire home/apt",3,1,1,1125,TRUE,4.9,4.9
"4259","97%",TRUE,"Private room in home","within an hour",95,4.99,239,4.96,4.97,1.5,540,"Coyoacán","Private room",2,1,2,1125,TRUE,4.97,4.97
"4260","100%",FALSE,"Private room in home","N/A",2,5,364,5,5,1,664,"Xochimilco","Private room",3,1,1,1125,TRUE,5,5
"4261","83%",TRUE,"Entire rental unit","within an hour",115,4.94,354,4.92,4.83,1,847,"Cuauhtémoc","Entire home/apt",4,2,2,90,TRUE,4.83,4.83
"4262","100%",TRUE,"Entire rental unit","within an hour",216,4.92,168,4.94,4.82,1,1144,"Miguel Hidalgo","Entire home/apt",2,1,1,31,TRUE,4.82,4.82
"4263","100%",TRUE,"Entire loft","within an hour",143,4.91,320,4.99,4.9,2,2855,"Cuauhtémoc","Entire home/apt",4,3,1,1125,TRUE,4.9,4.9
"4264","92%",TRUE,"Entire loft","within an hour",1,5,88,5,5,1,1000,"Cuajimalpa de Morelos","Entire home/apt",2,1,3,1125,TRUE,5,5
"4265","100%",TRUE,"Private room in bed and breakfast","a few days or more",65,4.71,0,4.88,4.74,1,650,"Coyoacán","Private room",6,4,1,15,TRUE,4.74,4.74
"4266","94%",TRUE,"Entire rental unit","within an hour",42,4.5,355,4.83,4.45,1,800,"Coyoacán","Entire home/apt",5,2,2,1125,TRUE,4.45,4.45
"4267","N/A",FALSE,"Private room in home","N/A",14,4.85,364,5,4.92,2,750,"Álvaro Obregón","Private room",2,2,3,366,TRUE,4.92,4.92
"4268","99%",TRUE,"Private room in rental unit","within an hour",227,4.98,56,4.98,4.96,1.5,886,"Cuauhtémoc","Private room",2,1,1,20,TRUE,4.96,4.96
"4269","99%",TRUE,"Private room in condo","within an hour",66,4.92,175,5,4.82,1,784,"Benito Juárez","Private room",2,1,1,90,TRUE,4.82,4.82
"4270","99%",TRUE,"Entire rental unit","within an hour",16,4.94,58,4.94,4.88,2.5,2905,"Cuauhtémoc","Entire home/apt",5,2,1,1125,TRUE,4.88,4.88
"4271","86%",FALSE,"Entire home","within an hour",32,4.69,361,4.56,4.66,2.5,694,"Xochimilco","Entire home/apt",16,7,1,1125,TRUE,4.66,4.66
"4272","100%",TRUE,"Entire rental unit","within an hour",306,4.91,268,4.85,4.87,1,812,"Cuauhtémoc","Entire home/apt",3,2,1,1125,TRUE,4.87,4.87
"4273","99%",TRUE,"Entire rental unit","within an hour",27,4.69,147,4.94,4.81,2,2905,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.81,4.81
"4274","100%",TRUE,"Entire rental unit","within an hour",133,4.78,331,4.83,4.68,2,970,"Miguel Hidalgo","Entire home/apt",6,3,3,1125,TRUE,4.68,4.68
"4275","100%",TRUE,"Private room in condo","within an hour",176,4.77,351,4.99,4.73,1,575,"Miguel Hidalgo","Private room",2,1,1,360,TRUE,4.73,4.73
"4276","100%",TRUE,"Entire rental unit","N/A",139,4.94,0,4.98,4.92,2,1777,"Cuauhtémoc","Entire home/apt",4,2,6,1125,TRUE,4.92,4.92
"4277","99%",TRUE,"Entire rental unit","within an hour",269,4.85,163,4.73,4.74,1,1372,"Cuauhtémoc","Entire home/apt",2,1,1,15,TRUE,4.74,4.74
"4278","96%",TRUE,"Entire home","within an hour",26,4.77,56,4.92,4.65,2,2561,"Cuauhtémoc","Entire home/apt",5,4,14,90,TRUE,4.65,4.65
"4279","100%",TRUE,"Entire rental unit","N/A",55,4.98,365,4.91,4.98,2,7000,"Cuauhtémoc","Entire home/apt",5,2,5,92,TRUE,4.98,4.98
"4280","99%",TRUE,"Entire rental unit","within an hour",43,4.95,242,4.84,4.68,1,2191,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.68,4.68
"4281","99%",FALSE,"Entire home","within an hour",59,4.73,347,4.88,4.71,1,1100,"Álvaro Obregón","Entire home/apt",3,1,3,358,TRUE,4.71,4.71
"4282","99%",FALSE,"Entire rental unit","within an hour",39,4.92,263,4.95,4.82,1,750,"Álvaro Obregón","Entire home/apt",2,1,1,365,TRUE,4.82,4.82
"4283","100%",TRUE,"Entire serviced apartment","within an hour",137,5,208,5,4.98,1,1800,"Cuauhtémoc","Entire home/apt",2,1,2,180,TRUE,4.98,4.98
"4284","0%",FALSE,"Private room in rental unit","N/A",9,4,89,4.5,4.63,1,500,"Cuauhtémoc","Private room",2,1,5,1125,TRUE,4.63,4.63
"4285","N/A",TRUE,"Private room in home","N/A",12,4.83,0,4.92,4.92,1,300,"Álvaro Obregón","Private room",2,2,1,1125,TRUE,4.92,4.92
"4286","100%",TRUE,"Entire rental unit","within an hour",159,4.88,65,4.99,4.86,1,1359,"Cuauhtémoc","Entire home/apt",2,1,2,360,TRUE,4.86,4.86
"4287","97%",TRUE,"Private room in home","within an hour",61,4.87,350,4.92,4.92,1.5,400,"Azcapotzalco","Private room",6,3,2,1125,TRUE,4.92,4.92
"4288","100%",TRUE,"Entire loft","within an hour",187,4.84,339,4.94,4.83,1,1160,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.83,4.83
"4289","100%",TRUE,"Entire rental unit","within an hour",79,4.99,333,4.95,4.85,1,650,"Benito Juárez","Entire home/apt",3,2,1,1125,TRUE,4.85,4.85
"4290","100%",TRUE,"Entire home","N/A",25,4.92,0,4.96,4.96,2,2342,"Cuauhtémoc","Entire home/apt",4,2,4,30,TRUE,4.96,4.96
"4291","100%",TRUE,"Private room in condo","within an hour",176,4.86,6,4.95,4.84,1,560,"Benito Juárez","Private room",3,1,1,1125,TRUE,4.84,4.84
"4292","71%",TRUE,"Entire rental unit","within a few hours",24,5,25,5,4.75,3,1634,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.75,4.75
"4293","100%",TRUE,"Entire loft","within an hour",127,4.85,53,4.87,4.81,1,1624,"Cuauhtémoc","Entire home/apt",2,1,3,1125,TRUE,4.81,4.81
"4294","97%",TRUE,"Entire rental unit","within an hour",105,4.9,365,4.92,4.74,1,750,"Cuauhtémoc","Entire home/apt",2,2,2,1125,TRUE,4.74,4.74
"4295","N/A",FALSE,"Private room in condo","N/A",0,4.75,2,4.83,4.71,1,650,"Miguel Hidalgo","Private room",2,1,1,30,TRUE,4.71,4.71
"4296","100%",TRUE,"Entire loft","within an hour",97,5,312,4.96,4.89,2.5,3099,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,4.89,4.89
"4297","100%",TRUE,"Entire rental unit","within a few hours",3,5,363,5,5,2,1200,"Cuauhtémoc","Entire home/apt",4,3,3,1125,TRUE,5,5
"4298","100%",TRUE,"Private room in condo","within an hour",47,4.96,292,4.96,4.96,1,913,"Cuauhtémoc","Private room",2,2,3,1125,TRUE,4.96,4.96
"4299","63%",TRUE,"Entire rental unit","within a few hours",2,4,82,5,5,1,300,"Álvaro Obregón","Entire home/apt",2,1,3,1125,TRUE,5,5
"4300","100%",TRUE,"Entire rental unit","within an hour",214,4.93,243,4.93,4.84,2,1250,"Cuauhtémoc","Entire home/apt",4,2,1,8,TRUE,4.84,4.84
"4301","100%",TRUE,"Entire loft","within an hour",97,4.81,186,4.85,4.87,1,680,"Venustiano Carranza","Entire home/apt",2,2,1,1125,TRUE,4.87,4.87
"4302","100%",TRUE,"Entire loft","within an hour",176,4.96,236,4.97,4.82,1.5,2119,"Cuauhtémoc","Entire home/apt",2,2,1,365,TRUE,4.82,4.82
"4303","100%",TRUE,"Entire rental unit","N/A",20,4.9,87,4.75,4.7,1,591,"Cuauhtémoc","Entire home/apt",4,2,7,1125,TRUE,4.7,4.7
"4304","100%",TRUE,"Private room","within an hour",82,4.82,354,4.93,4.76,1,526,"Coyoacán","Private room",2,1,2,1125,TRUE,4.76,4.76
"4305","100%",TRUE,"Entire loft","within an hour",125,4.94,325,4.97,4.79,2.5,3250,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,4.79,4.79
"4306","100%",TRUE,"Entire condo","within an hour",136,4.93,157,4.92,4.95,2,1429,"Benito Juárez","Entire home/apt",4,3,2,70,TRUE,4.95,4.95
"4307","N/A",TRUE,"Room in boutique hotel","N/A",0,4.75,83,4.83,4.71,5,18290,"Tlalpan","Private room",8,7,2,7,TRUE,4.71,4.71
"4308","100%",TRUE,"Entire rental unit","within a few hours",12,4.27,51,4.82,4.64,1,1180,"Miguel Hidalgo","Entire home/apt",4,2,21,200,TRUE,4.64,4.64
"4309","99%",TRUE,"Private room in rental unit","within an hour",181,4.56,349,4.89,4.68,1,599,"Miguel Hidalgo","Private room",2,1,1,1125,TRUE,4.68,4.68
"4310","0%",FALSE,"Entire rental unit","within an hour",8,3.75,365,4.38,3.38,1,399,"Tlalpan","Entire home/apt",4,2,1,1125,TRUE,3.38,3.38
"4311","100%",TRUE,"Entire rental unit","within a few hours",3,4.33,297,5,5,1,1450,"Álvaro Obregón","Entire home/apt",2,1,3,1125,TRUE,5,5
"4312","90%",TRUE,"Private room in rental unit","within a day",1,5,177,5,5,1,250,"Iztapalapa","Private room",1,1,1,1125,TRUE,5,5
"4313","100%",TRUE,"Private room in home","within an hour",67,4.57,180,4.67,4.67,1,536,"La Magdalena Contreras","Private room",2,1,1,1125,TRUE,4.67,4.67
"4314","58%",TRUE,"Entire serviced apartment","within a day",5,5,204,5,5,1.5,1100,"Venustiano Carranza","Entire home/apt",4,3,2,1125,TRUE,5,5
"4315","100%",TRUE,"Private room in condo","within an hour",119,4.64,84,4.94,4.74,1,204,"Cuauhtémoc","Private room",1,1,1,44,TRUE,4.74,4.74
"4316","100%",TRUE,"Private room in rental unit","within an hour",66,4.86,84,4.98,4.86,1,323,"Cuauhtémoc","Private room",2,1,1,29,TRUE,4.86,4.86
"4317","N/A",FALSE,"Private room in rental unit","within an hour",2,5,0,4,5,1,5000,"Benito Juárez","Private room",1,1,1,1125,TRUE,5,5
"4318","63%",TRUE,"Private room in rental unit","a few days or more",2,4.5,269,5,5,1,454,"Cuauhtémoc","Private room",2,1,1,7,TRUE,5,5
"4319","80%",TRUE,"Private room in rental unit","within an hour",11,5,353,5,4.82,1,1000,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.82,4.82
"4320","100%",TRUE,"Entire loft","within an hour",201,4.92,254,4.99,4.89,1,1839,"Cuauhtémoc","Entire home/apt",3,2,2,1125,TRUE,4.89,4.89
"4321","99%",TRUE,"Entire rental unit","within an hour",28,4.68,64,4.79,4,1,521,"Miguel Hidalgo","Entire home/apt",2,1,1,35,TRUE,4,4
"4322","25%",TRUE,"Private room in dorm","N/A",2,5,364,5,5,1,726,"Cuauhtémoc","Private room",1,1,2,30,TRUE,5,5
"4323","100%",TRUE,"Entire condo","within an hour",55,4.89,152,4.93,4.69,1,1199,"Cuauhtémoc","Entire home/apt",2,1,20,65,TRUE,4.69,4.69
