,host_acceptance_rate,host_identity_verified,property_type,host_response_time,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,neighbourhood_cleansed,room_type,accommodates,beds,minimum_nights,maximum_nights,has_availability,review_scores_checkin,review_scores_communication
14206,100%,TRUE,Entire rental unit,within an hour,9,5,90,5,4.78,1,287.00,Leme,Entire home/apt,4,2,3,90,TRUE,4.78,4.78
14207,100%,TRUE,Private room in condo,within a few hours,3,5,364,5,5,1,383.00,Catete,Private room,1,1,1,1125,TRUE,5,5
14208,60%,TRUE,Entire rental unit,within an hour,12,4.92,141,4.92,4.83,2,441.00,Lagoa,Entire home/apt,4,3,3,1125,TRUE,4.83,4.83
14209,100%,TRUE,Entire rental unit,within an hour,27,4.74,179,5,4.81,2,521.00,Barra da Tijuca,Entire home/apt,4,4,1,1125,TRUE,4.81,4.81
14210,96%,TRUE,Private room in home,within a few hours,3,4,365,5,4.33,1,160.00,Botafogo,Private room,2,1,2,365,TRUE,4.33,4.33
14211,80%,TRUE,Shared room in rental unit,within an hour,3,5,365,5,5,1,80.00,Barra da Tijuca,Shared room,1,1,1,365,TRUE,5,5
14212,N/A,TRUE,Entire rental unit,N/A,190,4.79,89,4.98,4.73,2,621.00,Barra da Tijuca,Entire home/apt,6,5,1,1125,TRUE,4.73,4.73
14213,84%,TRUE,Private room in rental unit,within an hour,6,5,236,5,5,1,76.00,Centro,Private room,5,1,2,365,TRUE,5,5
14214,98%,FALSE,Entire rental unit,within an hour,22,4.77,30,4.91,4.91,1,160.00,Lagoa,Entire home/apt,2,1,2,30,TRUE,4.91,4.91
14215,100%,TRUE,Private room in rental unit,N/A,0,4.73,365,4.86,4.68,1,400.00,Botafogo,Private room,2,1,5,365,TRUE,4.68,4.68
14216,97%,TRUE,Private room in rental unit,within a few hours,63,4.92,79,4.86,4.92,1,100.00,Centro,Private room,2,1,2,1125,TRUE,4.92,4.92
14217,86%,FALSE,Private room in rental unit,a few days or more,1,5,350,5,5,1,199.00,Centro,Private room,2,1,2,365,TRUE,5,5
14218,100%,TRUE,Entire condo,within an hour,37,4.95,78,4.97,4.76,2,490.00,Jacarepaguá,Entire home/apt,4,4,1,90,TRUE,4.76,4.76
14219,100%,TRUE,Entire rental unit,within a day,0,4.73,181,4.86,4.68,2,700.00,Jardim Botânico,Entire home/apt,4,3,5,1125,TRUE,4.68,4.68
14220,0%,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,1.5,1100.00,Catete,Entire home/apt,7,4,1,365,TRUE,4.68,4.68
14221,100%,TRUE,Entire rental unit,within an hour,39,5,318,4.92,4.95,1,236.00,Copacabana,Entire home/apt,6,2,4,120,TRUE,4.95,4.95
14222,N/A,TRUE,Entire rental unit,N/A,40,4.6,225,4.88,4.75,2.5,200.00,Laranjeiras,Entire home/apt,5,3,2,1125,TRUE,4.75,4.75
14223,36%,TRUE,Entire rental unit,within a day,2,3,364,3,3,2,499.00,Jacarepaguá,Entire home/apt,6,6,1,90,TRUE,3,3
14224,100%,TRUE,Entire rental unit,within an hour,4,5,52,5,5,1,285.00,Ipanema,Entire home/apt,2,1,3,7,TRUE,5,5
14225,94%,TRUE,Entire rental unit,within an hour,18,4.72,233,4.67,4.61,2,244.00,Centro,Entire home/apt,4,5,4,365,TRUE,4.61,4.61
14226,0%,FALSE,Entire rental unit,N/A,0,4.73,359,4.86,4.68,3,1000.00,Copacabana,Entire home/apt,6,2,5,1125,TRUE,4.68,4.68
14227,100%,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,1,299.00,Copacabana,Entire home/apt,2,5,2,1125,TRUE,4.68,4.68
14228,71%,TRUE,Entire rental unit,within a few hours,1,2,180,5,2,1,120.00,Copacabana,Entire home/apt,2,1,4,365,TRUE,2,2
14229,94%,TRUE,Private room in home,within an hour,6,5,363,5,5,1,150.00,Recreio dos Bandeirantes,Private room,8,5,2,1125,TRUE,5,5
14230,71%,TRUE,Entire rental unit,within a few hours,0,4.73,159,4.86,4.68,5,1000.00,Copacabana,Entire home/apt,11,8,2,365,TRUE,4.68,4.68
14231,0%,TRUE,Entire rental unit,within an hour,4,5,360,4.25,4.75,3.5,1690.00,Copacabana,Entire home/apt,6,6,5,1125,TRUE,4.75,4.75
14232,86%,TRUE,Entire rental unit,within an hour,0,4.73,63,4.86,4.68,4,800.00,Copacabana,Entire home/apt,8,3,4,1125,TRUE,4.68,4.68
14233,97%,TRUE,Entire rental unit,within an hour,1,5,364,5,5,1,304.00,Copacabana,Entire home/apt,2,1,2,90,TRUE,5,5
14234,33%,TRUE,Entire rental unit,N/A,6,5,231,5,4.67,1,300.00,Copacabana,Entire home/apt,3,1,3,31,TRUE,4.67,4.67
14235,86%,TRUE,Entire rental unit,within a few hours,4,5,198,4.75,5,3,260.00,Copacabana,Entire home/apt,5,2,2,1125,TRUE,5,5
14236,100%,TRUE,Private room in rental unit,within an hour,0,4.73,32,4.86,4.68,1,110.00,Ipanema,Private room,2,2,5,10,TRUE,4.68,4.68
14237,100%,FALSE,Entire rental unit,within a few hours,1,4,173,5,5,1,860.00,Copacabana,Entire home/apt,4,2,3,15,TRUE,5,5
14238,98%,TRUE,Entire rental unit,within an hour,20,4.55,133,4.85,4.65,3,679.00,Copacabana,Entire home/apt,6,3,2,1125,TRUE,4.65,4.65
14239,100%,TRUE,Entire rental unit,within an hour,7,5,344,5,5,1,250.00,Copacabana,Entire home/apt,3,2,4,1125,TRUE,5,5
14240,80%,TRUE,Entire rental unit,within an hour,4,5,70,5,5,2.5,579.00,Copacabana,Entire home/apt,6,4,2,365,TRUE,5,5
14241,94%,TRUE,Entire rental unit,within a day,16,5,326,5,4.88,1,309.00,Copacabana,Entire home/apt,4,1,3,365,TRUE,4.88,4.88
14242,99%,TRUE,Entire rental unit,within an hour,45,4.44,120,4.98,4.93,1,206.00,Copacabana,Entire home/apt,4,1,2,15,TRUE,4.93,4.93
14243,100%,TRUE,Entire condo,within an hour,39,4.41,193,5,4.74,1,101.00,Copacabana,Entire home/apt,2,5,2,1125,TRUE,4.74,4.74
14244,0%,FALSE,Entire rental unit,a few days or more,2,4.5,179,5,5,1,250.00,Copacabana,Entire home/apt,4,2,3,21,TRUE,5,5
14245,94%,TRUE,Entire rental unit,within an hour,245,4.8,327,4.95,4.88,1,280.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.88,4.88
14246,99%,TRUE,Entire loft,within an hour,8,5,128,4.75,4.38,1,216.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.38,4.38
14247,80%,TRUE,Entire rental unit,within an hour,4,5,88,5,5,2.5,647.00,Copacabana,Entire home/apt,8,3,2,365,TRUE,5,5
14248,100%,TRUE,Entire rental unit,within an hour,228,4.99,138,4.99,4.93,1,136.00,Copacabana,Entire home/apt,2,2,3,89,TRUE,4.93,4.93
14249,100%,TRUE,Entire rental unit,within a few hours,15,5,275,4.93,5,1,300.00,Copacabana,Entire home/apt,4,2,3,365,TRUE,5,5
14250,100%,TRUE,Private room in rental unit,within an hour,28,4.57,7,4.96,4.71,1,120.00,Copacabana,Private room,1,1,1,1125,TRUE,4.71,4.71
14251,N/A,TRUE,Entire rental unit,N/A,6,4.83,178,4.83,4.83,1,414.00,Copacabana,Entire home/apt,4,3,15,1125,TRUE,4.83,4.83
14252,21%,TRUE,Entire rental unit,within a day,15,4.86,287,4.92,4.92,1,351.00,Copacabana,Entire home/apt,4,2,5,1125,TRUE,4.92,4.92
14253,100%,TRUE,Private room,within an hour,34,4.88,37,4.94,4.65,1,180.00,Copacabana,Private room,2,1,7,1125,TRUE,4.65,4.65
14254,98%,TRUE,Entire condo,within an hour,27,4.85,215,4.81,4.78,1,267.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.78,4.78
14255,100%,TRUE,Entire rental unit,within an hour,23,4.87,222,4.91,4.87,2,271.00,Copacabana,Entire home/apt,10,6,2,1125,TRUE,4.87,4.87
14256,99%,TRUE,Entire rental unit,within an hour,10,4.9,141,4.9,5,1,209.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,5,5
14257,93%,FALSE,Entire rental unit,within an hour,38,4.84,33,4.97,4.78,1,137.00,Copacabana,Entire home/apt,3,2,3,32,TRUE,4.78,4.78
14258,100%,TRUE,Entire rental unit,within an hour,50,4.53,329,4.88,4.57,3.5,680.00,Copacabana,Entire home/apt,6,3,2,90,TRUE,4.57,4.57
14259,73%,TRUE,Entire rental unit,within a few hours,0,4.73,0,4.86,4.68,4.5,25000.00,Copacabana,Entire home/apt,15,8,3,28,TRUE,4.68,4.68
14260,98%,TRUE,Entire rental unit,within a few hours,2,5,33,5,5,2,991.00,Ipanema,Entire home/apt,6,3,3,365,TRUE,5,5
14261,99%,FALSE,Entire rental unit,within an hour,1,5,365,5,4,2.5,591.00,Copacabana,Entire home/apt,6,4,2,1125,TRUE,4,4
14262,100%,FALSE,Private room in home,within an hour,6,4,145,4.83,4.5,1,194.00,Copacabana,Private room,5,4,1,365,TRUE,4.5,4.5
14263,87%,TRUE,Entire rental unit,within an hour,7,5,243,5,5,1,179.00,Copacabana,Entire home/apt,4,3,2,120,TRUE,5,5
14264,0%,TRUE,Entire rental unit,a few days or more,1,5,364,5,5,1,400.00,Copacabana,Entire home/apt,2,2,30,60,TRUE,5,5
14265,0%,FALSE,Entire rental unit,a few days or more,3,5,364,4.33,4,2,7000.00,Copacabana,Entire home/apt,3,2,2,1125,TRUE,4,4
14266,73%,FALSE,Private room in rental unit,within a few hours,7,5,328,4.86,4.71,1,257.00,Copacabana,Private room,4,3,1,1125,TRUE,4.71,4.71
14267,99%,TRUE,Entire condo,within an hour,92,4.91,151,4.96,4.97,1,169.00,Copacabana,Entire home/apt,4,3,3,1125,TRUE,4.97,4.97
14268,96%,TRUE,Entire rental unit,within an hour,8,5,335,5,5,1,572.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,5,5
14269,80%,TRUE,Entire rental unit,within a day,97,4.66,278,4.94,4.72,2,271.00,Copacabana,Entire home/apt,4,2,1,1125,TRUE,4.72,4.72
14270,100%,TRUE,Entire rental unit,within a few hours,48,4.69,69,5,4.81,1,135.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.81,4.81
14271,100%,TRUE,Entire rental unit,within a day,1,5,133,5,5,1.5,400.00,Copacabana,Entire home/apt,4,6,3,3,TRUE,5,5
14272,90%,TRUE,Entire rental unit,within an hour,140,4.83,74,5,4.83,1,115.00,Copacabana,Entire home/apt,6,5,2,60,TRUE,4.83,4.83
14273,96%,TRUE,Entire rental unit,within an hour,0,4.73,302,4.86,4.68,4,1131.00,Copacabana,Entire home/apt,6,3,5,1125,TRUE,4.68,4.68
14274,95%,TRUE,Entire rental unit,within a few hours,15,5,148,5,4.8,4,1200.00,Copacabana,Entire home/apt,6,3,3,60,TRUE,4.8,4.8
14275,91%,TRUE,Entire rental unit,within an hour,8,4.88,343,4.75,5,2,486.00,Copacabana,Entire home/apt,6,4,3,1125,TRUE,5,5
14276,87%,FALSE,Entire rental unit,within a few hours,31,4.9,337,4.97,4.53,1,180.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,4.53,4.53
14277,50%,TRUE,Entire rental unit,within an hour,1,5,4,5,5,1,879.00,Leblon,Entire home/apt,2,1,3,20,TRUE,5,5
14278,N/A,TRUE,Entire serviced apartment,N/A,43,4.79,240,4.98,4.69,1,448.00,Copacabana,Entire home/apt,3,2,2,60,TRUE,4.69,4.69
14279,60%,TRUE,Private room in rental unit,a few days or more,1,5,345,5,5,1,134.00,Ipanema,Private room,2,1,4,365,TRUE,5,5
14280,57%,TRUE,Entire loft,N/A,4,5,87,4.75,4.75,1,256.00,Copacabana,Entire home/apt,2,1,5,20,TRUE,4.75,4.75
14281,99%,TRUE,Entire rental unit,within an hour,171,4.98,78,4.97,4.81,1,218.00,Ipanema,Entire home/apt,2,1,2,30,TRUE,4.81,4.81
14282,67%,TRUE,Entire rental unit,within a day,27,4.56,172,4.74,4.7,2,472.00,Ipanema,Entire home/apt,4,2,3,365,TRUE,4.7,4.7
14283,94%,FALSE,Private room in rental unit,within an hour,0,4.73,365,4.86,4.68,1,400.00,Lagoa,Private room,2,1,1,365,TRUE,4.68,4.68
14284,98%,TRUE,Entire condo,within an hour,34,4.88,78,5,5,2,250.00,Jacarepaguá,Entire home/apt,4,4,2,1125,TRUE,5,5
14285,98%,TRUE,Entire rental unit,within an hour,28,4.96,151,4.64,4.71,1,194.00,Ipanema,Entire home/apt,2,1,4,365,TRUE,4.71,4.71
14286,77%,TRUE,Entire rental unit,within a day,12,4.58,269,4.83,4.83,1.5,243.00,Copacabana,Entire home/apt,5,3,2,25,TRUE,4.83,4.83
14287,100%,TRUE,Entire rental unit,within an hour,356,4.78,162,4.95,4.8,2,590.00,Copacabana,Entire home/apt,6,4,2,1125,TRUE,4.8,4.8
14288,36%,TRUE,Entire rental unit,within a day,1,5,365,5,5,1,750.00,Jacarepaguá,Entire home/apt,6,4,1,365,TRUE,5,5
14289,78%,TRUE,Entire rental unit,within an hour,2,5,75,5,5,2,1186.00,Copacabana,Entire home/apt,8,4,3,365,TRUE,5,5
14290,94%,TRUE,Entire rental unit,within an hour,1,5,331,5,5,2,299.00,Jacarepaguá,Entire home/apt,4,2,2,365,TRUE,5,5
14291,36%,TRUE,Entire rental unit,within a day,5,4,365,4.6,4.4,2,550.00,Jacarepaguá,Entire home/apt,6,5,1,30,TRUE,4.4,4.4
14292,N/A,TRUE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,1414.00,Ipanema,Entire home/apt,3,2,5,90,TRUE,4.68,4.68
14293,N/A,TRUE,Entire rental unit,N/A,4,4.25,180,4.75,4.5,4,1720.00,Copacabana,Entire home/apt,7,4,4,1125,TRUE,4.5,4.5
14294,73%,TRUE,Entire home,within a few hours,0,4.73,363,4.86,4.68,3,1404.00,Copacabana,Entire home/apt,11,8,1,365,TRUE,4.68,4.68
14295,95%,TRUE,Entire rental unit,within a few hours,164,4.85,219,4.99,4.8,1,406.00,Leblon,Entire home/apt,2,1,2,30,TRUE,4.8,4.8
14296,94%,TRUE,Entire rental unit,within a few hours,0,4.73,314,4.86,4.68,2,383.00,Copacabana,Entire home/apt,6,6,8,365,TRUE,4.68,4.68
14297,N/A,FALSE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,1,1200.00,Leblon,Entire home/apt,4,3,7,45,TRUE,4.68,4.68
14298,100%,TRUE,Entire rental unit,within an hour,39,4.82,346,4.95,4.85,2,495.00,Leblon,Entire home/apt,4,2,2,1125,TRUE,4.85,4.85
14299,95%,TRUE,Entire rental unit,within a day,51,4.51,151,4.94,4.71,2,407.00,Ipanema,Entire home/apt,6,6,3,1125,TRUE,4.71,4.71
14300,100%,TRUE,Entire rental unit,N/A,4,4.25,146,4.75,4,2,529.00,Leme,Entire home/apt,5,3,2,20,TRUE,4,4
14301,100%,TRUE,Private room in home,within an hour,160,4.93,211,4.96,4.96,1,60.00,Botafogo,Private room,1,1,1,1125,TRUE,4.96,4.96
14302,85%,TRUE,Entire rental unit,within a few hours,7,5,22,5,5,2.5,598.00,Leblon,Entire home/apt,4,2,1,365,TRUE,5,5
14303,74%,TRUE,Entire rental unit,within a few hours,42,4.79,364,4.88,4.6,1,489.00,Ipanema,Entire home/apt,2,NA,2,1125,TRUE,4.6,4.6
14304,86%,TRUE,Entire rental unit,within a few hours,39,4.9,108,5,4.69,2,500.00,Leblon,Entire home/apt,4,2,7,1125,TRUE,4.69,4.69
14305,50%,TRUE,Entire rental unit,within a day,17,4.29,335,4.94,4.47,2,629.00,Copacabana,Entire home/apt,4,3,2,30,TRUE,4.47,4.47
14306,99%,TRUE,Entire rental unit,within an hour,265,4.9,184,4.88,4.77,1,150.00,Copacabana,Entire home/apt,2,2,5,365,TRUE,4.77,4.77
14307,98%,TRUE,Entire rental unit,within an hour,115,4.79,55,4.96,4.69,2,886.00,Ipanema,Entire home/apt,6,3,3,1125,TRUE,4.69,4.69
14308,97%,TRUE,Entire loft,within a few hours,166,4.45,57,4.99,4.69,2,602.00,Leblon,Entire home/apt,6,5,2,89,TRUE,4.69,4.69
14309,92%,FALSE,Entire rental unit,within a few hours,15,4.8,354,5,4.47,2,364.00,Leblon,Entire home/apt,4,2,2,1125,TRUE,4.47,4.47
14310,36%,TRUE,Entire condo,within a day,2,5,364,5,5,1,459.00,Barra da Tijuca,Entire home/apt,6,6,1,30,TRUE,5,5
14311,87%,TRUE,Entire rental unit,within an hour,3,5,125,5,4,2,620.00,Barra da Tijuca,Entire home/apt,6,2,3,60,TRUE,4,4
14312,100%,TRUE,Entire rental unit,within a few hours,1,5,263,5,5,1.5,140.00,Botafogo,Entire home/apt,4,2,2,60,TRUE,5,5
14313,0%,FALSE,Private room in rental unit,N/A,0,4.73,365,4.86,4.68,1,500.00,Leblon,Private room,1,1,7,1125,TRUE,4.68,4.68
14314,90%,TRUE,Private room in rental unit,within an hour,22,4.91,12,4.95,4.86,1,161.00,Ipanema,Private room,2,1,1,30,TRUE,4.86,4.86
14315,100%,TRUE,Private room in rental unit,within a few hours,0,4.73,15,4.86,4.68,1,500.00,Leblon,Private room,2,1,2,365,TRUE,4.68,4.68
14316,99%,TRUE,Private room in rental unit,within a few hours,68,4.85,65,4.91,4.85,1,150.00,Copacabana,Private room,1,1,2,1125,TRUE,4.85,4.85
14317,43%,TRUE,Entire serviced apartment,within an hour,2,5,351,5,4.5,2,825.00,Ipanema,Entire home/apt,4,4,3,365,TRUE,4.5,4.5
14318,79%,TRUE,Entire rental unit,within an hour,1,4,89,5,4,2,305.00,Botafogo,Entire home/apt,4,3,2,30,TRUE,4,4
14319,75%,FALSE,Entire rental unit,N/A,3,5,88,5,4.67,2,450.00,Copacabana,Entire home/apt,4,3,5,1125,TRUE,4.67,4.67
14320,100%,TRUE,Entire rental unit,within an hour,5,4.8,126,5,5,1,169.00,Copacabana,Entire home/apt,6,3,2,365,TRUE,5,5
14321,33%,TRUE,Entire rental unit,within a day,4,5,19,5,5,1,640.00,Ipanema,Entire home/apt,6,4,4,365,TRUE,5,5
14322,91%,TRUE,Private room in home,within an hour,11,5,33,5,4.82,1,134.00,Botafogo,Private room,1,1,4,30,TRUE,4.82,4.82
14323,100%,TRUE,Entire rental unit,within a few hours,5,5,176,4.8,4.6,2,410.00,Jacarepaguá,Entire home/apt,4,3,3,3,TRUE,4.6,4.6
14324,100%,TRUE,Entire rental unit,within an hour,29,4.83,317,4.9,4.69,2,384.00,Botafogo,Entire home/apt,4,2,1,365,TRUE,4.69,4.69
14325,100%,TRUE,Entire condo,within an hour,119,4.86,248,4.94,4.76,1,119.00,Leblon,Entire home/apt,1,1,1,20,TRUE,4.76,4.76
14326,99%,FALSE,Entire rental unit,within an hour,23,4.83,351,4.96,4.65,1,298.00,Copacabana,Entire home/apt,6,4,3,60,TRUE,4.65,4.65
14327,67%,TRUE,Entire rental unit,within a day,0,4.73,364,4.86,4.68,3.5,5000.00,Ipanema,Entire home/apt,6,3,3,15,TRUE,4.68,4.68
14328,43%,TRUE,Entire serviced apartment,within an hour,0,4.73,85,4.86,4.68,2,1001.00,Ipanema,Entire home/apt,5,4,5,365,TRUE,4.68,4.68
14329,N/A,TRUE,Entire loft,N/A,81,4.38,86,4.83,4.63,1,170.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,4.63,4.63
14330,93%,TRUE,Entire rental unit,within an hour,25,4.56,341,4.92,4.68,1.5,400.00,Botafogo,Entire home/apt,4,2,2,1125,TRUE,4.68,4.68
14331,100%,TRUE,Entire rental unit,within an hour,6,5,326,4.67,4.5,1,473.00,Ipanema,Entire home/apt,2,1,4,1125,TRUE,4.5,4.5
14332,80%,TRUE,Entire rental unit,within a day,58,4.41,134,4.88,4.55,2,267.00,Copacabana,Entire home/apt,6,3,1,1125,TRUE,4.55,4.55
14333,100%,TRUE,Private room in rental unit,within an hour,19,4.95,19,4.95,4.89,1,104.00,Copacabana,Private room,3,1,3,15,TRUE,4.89,4.89
14334,100%,TRUE,Entire rental unit,within an hour,5,4.2,61,5,3.8,2.5,699.00,Leblon,Entire home/apt,6,2,5,90,TRUE,3.8,3.8
14335,100%,TRUE,Entire rental unit,within an hour,83,4.59,85,4.96,4.63,1,274.00,Ipanema,Entire home/apt,4,2,2,28,TRUE,4.63,4.63
14336,100%,TRUE,Entire rental unit,within an hour,30,4.23,332,4.93,4.17,1,396.00,Copacabana,Entire home/apt,4,2,2,1125,TRUE,4.17,4.17
14337,100%,TRUE,Entire rental unit,within an hour,1,5,112,5,5,1,2000.00,Copacabana,Entire home/apt,2,1,1,365,TRUE,5,5
14338,58%,TRUE,Entire rental unit,within an hour,0,4.73,139,4.86,4.68,1,300.00,Copacabana,Entire home/apt,3,1,15,90,TRUE,4.68,4.68
14339,91%,TRUE,Entire rental unit,within an hour,0,4.73,299,4.86,4.68,1,237.00,Copacabana,Entire home/apt,8,7,3,365,TRUE,4.68,4.68
14340,98%,TRUE,Entire rental unit,within an hour,39,4.95,35,4.97,4.92,2,527.00,Leblon,Entire home/apt,6,4,2,15,TRUE,4.92,4.92
14341,91%,TRUE,Entire rental unit,within a few hours,93,4.88,81,4.94,4.86,1,144.00,Copacabana,Entire home/apt,3,1,5,1125,TRUE,4.86,4.86
14342,100%,TRUE,Entire condo,within an hour,28,4.57,229,5,4.82,1,350.00,Copacabana,Entire home/apt,5,3,2,365,TRUE,4.82,4.82
14343,N/A,FALSE,Entire rental unit,N/A,16,4.94,118,4.88,4.75,1,340.00,Copacabana,Entire home/apt,4,1,2,365,TRUE,4.75,4.75
14344,N/A,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,1.5,1000.00,Copacabana,Entire home/apt,4,2,3,180,FALSE,4.68,4.68
14345,100%,TRUE,Entire rental unit,within an hour,1,5,130,5,5,1,171.00,Copacabana,Entire home/apt,6,3,2,365,TRUE,5,5
14346,100%,TRUE,Entire rental unit,within an hour,26,4.92,275,5,4.96,1,488.00,Ipanema,Entire home/apt,4,2,1,90,TRUE,4.96,4.96
14347,80%,TRUE,Entire rental unit,within a day,17,4.76,348,4.94,4.59,2,298.00,Copacabana,Entire home/apt,6,2,1,365,TRUE,4.59,4.59
14348,91%,TRUE,Entire rental unit,within an hour,0,4.73,10,4.86,4.68,1.5,359.00,Copacabana,Entire home/apt,4,3,2,365,TRUE,4.68,4.68
14349,100%,TRUE,Private room in bed and breakfast,within an hour,1,5,1,4,5,1,81.00,Tijuca,Private room,1,1,1,1125,TRUE,5,5
14350,91%,TRUE,Entire rental unit,within an hour,0,4.73,90,4.86,4.68,1,418.00,Copacabana,Entire home/apt,4,2,2,365,TRUE,4.68,4.68
14351,N/A,FALSE,Private room in home,N/A,17,4.59,51,4.94,4.94,1,80.00,Santa Teresa,Private room,1,1,14,120,TRUE,4.94,4.94
14352,N/A,FALSE,Entire home,N/A,0,4.73,0,4.86,4.68,2,1600.00,Maracanã,Entire home/apt,8,4,5,1125,FALSE,4.68,4.68
14353,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,909.00,Barra da Tijuca,Entire home/apt,10,2,15,30,FALSE,4.68,4.68
14354,N/A,TRUE,Private room in rental unit,a few days or more,1,4,365,5,5,1,120.00,Recreio dos Bandeirantes,Private room,2,NA,2,7,TRUE,5,5
14355,N/A,FALSE,Private room in rental unit,N/A,82,4.73,86,4.95,4.85,1,67.00,Recreio dos Bandeirantes,Private room,2,1,1,1125,TRUE,4.85,4.85
14356,96%,TRUE,Entire rental unit,within a few hours,43,4.37,270,5,4.49,1,310.00,Copacabana,Entire home/apt,4,2,3,99,TRUE,4.49,4.49
14357,92%,TRUE,Entire rental unit,within an hour,49,5,231,4.96,4.94,1,466.00,Ipanema,Entire home/apt,4,2,2,365,TRUE,4.94,4.94
14358,87%,TRUE,Entire rental unit,within a few hours,4,4.25,233,5,4.75,1,192.00,Copacabana,Entire home/apt,4,2,1,1125,TRUE,4.75,4.75
14359,67%,TRUE,Entire rental unit,within a few hours,7,4,0,4.43,4,1,300.00,Copacabana,Entire home/apt,6,3,2,1125,TRUE,4,4
14360,93%,TRUE,Entire rental unit,within an hour,27,5,145,4.81,4.96,2,369.00,Copacabana,Entire home/apt,6,3,2,30,TRUE,4.96,4.96
14361,93%,TRUE,Entire serviced apartment,within an hour,36,4.75,295,4.81,4.58,1,278.00,Ipanema,Entire home/apt,4,1,2,1125,TRUE,4.58,4.58
14362,100%,TRUE,Entire loft,within an hour,112,4.9,51,4.99,4.73,1,105.00,Ipanema,Entire home/apt,1,1,2,15,TRUE,4.73,4.73
14363,0%,FALSE,Private room in rental unit,N/A,0,4.73,0,4.86,4.68,1,500.00,Copacabana,Private room,2,1,7,1125,FALSE,4.68,4.68
14364,100%,FALSE,Entire rental unit,N/A,16,4.5,0,4.8,4.67,1,377.00,Lagoa,Entire home/apt,2,1,4,1125,FALSE,4.67,4.67
14365,96%,TRUE,Entire rental unit,within a few hours,11,4.91,0,5,4.82,1,260.00,Copacabana,Entire home/apt,3,2,5,21,TRUE,4.82,4.82
14366,98%,TRUE,Entire rental unit,within an hour,12,4.92,0,5,4.92,4,3000.00,Leblon,Entire home/apt,6,6,5,60,TRUE,4.92,4.92
14367,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,1500.00,Tijuca,Entire home/apt,4,3,10,30,FALSE,4.68,4.68
14368,60%,TRUE,Private room in rental unit,within an hour,4,5,329,5,5,1,125.00,Tijuca,Private room,1,1,1,1125,TRUE,5,5
14369,100%,TRUE,Entire rental unit,within an hour,74,4.95,0,4.92,4.86,2,297.00,Ipanema,Entire home/apt,4,2,4,90,TRUE,4.86,4.86
14370,80%,TRUE,Entire rental unit,N/A,3,4.33,0,4.67,4.67,2,400.00,Jacarepaguá,Entire home/apt,10,3,2,1125,TRUE,4.67,4.67
14371,100%,TRUE,Entire rental unit,within an hour,8,5,326,5,4.75,1,99.00,Praça da Bandeira,Entire home/apt,4,3,2,365,TRUE,4.75,4.75
14372,100%,TRUE,Entire rental unit,within an hour,20,5,158,4.9,4.6,1,159.00,Copacabana,Entire home/apt,2,1,2,365,TRUE,4.6,4.6
14373,N/A,FALSE,Entire rental unit,N/A,3,5,0,5,5,2,1500.00,Recreio dos Bandeirantes,Entire home/apt,5,3,2,1125,TRUE,5,5
14374,84%,TRUE,Entire rental unit,within an hour,30,5,31,5,5,2,670.00,Copacabana,Entire home/apt,7,5,2,1125,TRUE,5,5
14375,73%,TRUE,Entire rental unit,within a few hours,0,4.73,0,4.86,4.68,2,25000.00,Copacabana,Entire home/apt,6,3,3,90,TRUE,4.68,4.68
14376,10%,TRUE,Entire home,within a day,0,4.73,268,4.86,4.68,6.5,1500.00,Barra da Tijuca,Entire home/apt,10,7,365,900,TRUE,4.68,4.68
14377,98%,TRUE,Entire rental unit,within an hour,8,4.5,361,4.25,4.5,3,714.00,Copacabana,Entire home/apt,8,5,4,30,TRUE,4.5,4.5
14378,100%,TRUE,Entire rental unit,N/A,37,4.89,0,4.84,4.84,1,450.00,Flamengo,Entire home/apt,4,2,3,30,TRUE,4.84,4.84
14379,100%,TRUE,Entire rental unit,within an hour,1,5,180,5,5,1,125.00,Santa Teresa,Entire home/apt,4,2,4,90,TRUE,5,5
14380,97%,FALSE,Entire rental unit,within an hour,128,4.89,40,4.95,4.8,3,465.00,Copacabana,Entire home/apt,7,7,3,1125,TRUE,4.8,4.8
14381,100%,TRUE,Entire rental unit,within an hour,63,4.52,181,4.94,4.54,1,291.00,Copacabana,Entire home/apt,5,3,2,1125,TRUE,4.54,4.54
